Step, Total affected keys, Total marked keys, Relinearize keys, Relinearize affected keys, New factors affected keys, Depth
687, 291, 102, 23, 101, 5, 51
688, 161, 9, 2, 7, 5, 51
689, 193, 29, 5, 28, 5, 51
690, 310, 92, 20, 90, 5, 51
691, 373, 165, 30, 163, 5, 51
692, 322, 82, 11, 80, 5, 51
693, 226, 59, 9, 57, 5, 51
694, 127, 14, 1, 9, 5, 51
695, 428, 225, 50, 223, 5, 51
696, 278, 93, 16, 91, 5, 51
697, 448, 299, 80, 297, 5, 51
698, 254, 69, 10, 67, 5, 51
699, 280, 101, 20, 99, 5, 51
700, 122, 7, 1, 5, 5, 51
701, 111, 7, 1, 5, 5, 51
702, 111, 7, 1, 5, 5, 51
703, 288, 95, 15, 93, 5, 51
704, 125, 13, 2, 11, 5, 51
705, 114, 7, 1, 5, 5, 51
706, 235, 60, 18, 58, 5, 51
707, 75, 7, 1, 5, 5, 51
708, 80, 7, 1, 5, 5, 51
709, 78, 7, 1, 5, 5, 51
710, 147, 16, 2, 14, 5, 51
711, 90, 9, 2, 7, 5, 51
712, 91, 12, 3, 11, 5, 51
713, 89, 5, 0, 0, 5, 51
714, 80, 9, 2, 7, 5, 51
715, 105, 27, 6, 26, 5, 51
716, 207, 46, 8, 44, 5, 51
717, 262, 114, 28, 113, 5, 51
718, 248, 55, 11, 53, 5, 51
719, 337, 151, 41, 150, 5, 51
720, 327, 88, 13, 85, 5, 51
721, 235, 45, 6, 43, 5, 51
722, 247, 57, 8, 55, 5, 51
723, 292, 72, 13, 70, 5, 51
724, 122, 16, 2, 14, 5, 51
725, 136, 47, 10, 46, 5, 51
726, 230, 29, 6, 28, 5, 51
727, 188, 7, 1, 5, 5, 51
728, 299, 108, 24, 107, 5, 51
729, 261, 87, 15, 86, 5, 51
730, 300, 114, 18, 112, 5, 51
731, 148, 9, 1, 6, 5, 51
732, 155, 9, 1, 6, 5, 51
733, 219, 30, 5, 28, 5, 51
734, 148, 7, 1, 5, 5, 51
735, 184, 20, 4, 19, 5, 51
736, 146, 7, 1, 5, 5, 51
737, 152, 7, 1, 5, 5, 51
738, 197, 20, 2, 15, 5, 51
739, 263, 44, 6, 42, 5, 51
740, 188, 22, 3, 20, 5, 51
741, 362, 121, 17, 116, 5, 51
742, 534, 346, 148, 345, 5, 51
743, 584, 445, 133, 444, 5, 51
744, 464, 298, 89, 296, 5, 51
745, 373, 143, 32, 142, 5, 51
746, 508, 298, 76, 296, 5, 51
747, 539, 305, 69, 303, 5, 51
748, 214, 30, 6, 28, 5, 51
749, 384, 122, 22, 121, 5, 51
750, 223, 34, 4, 32, 5, 51
751, 207, 34, 4, 32, 5, 51
752, 191, 31, 4, 29, 5, 51
753, 77, 7, 1, 5, 5, 51
754, 209, 16, 2, 14, 5, 51
755, 238, 26, 5, 25, 5, 51
756, 502, 279, 65, 278, 5, 51
757, 393, 161, 27, 159, 5, 51
758, 230, 43, 6, 41, 5, 51
759, 395, 148, 27, 146, 5, 51
760, 486, 233, 44, 231, 5, 51
761, 220, 32, 5, 31, 5, 51
762, 314, 88, 12, 87, 5, 51
763, 287, 109, 19, 108, 5, 51
764, 143, 7, 1, 5, 5, 51
765, 320, 83, 13, 81, 5, 51
766, 138, 5, 0, 0, 5, 51
767, 147, 28, 8, 27, 5, 51
768, 183, 36, 8, 35, 5, 51
769, 163, 29, 4, 28, 5, 51
770, 192, 53, 9, 51, 5, 51
771, 166, 15, 3, 13, 5, 51
772, 276, 72, 14, 71, 5, 51
773, 131, 5, 0, 0, 5, 51
774, 126, 7, 1, 5, 5, 51
775, 129, 7, 1, 5, 5, 51
776, 174, 22, 3, 20, 5, 51
777, 209, 41, 6, 39, 5, 51
778, 245, 39, 6, 37, 5, 51
779, 136, 5, 0, 0, 5, 51
780, 123, 7, 1, 5, 5, 51
781, 223, 46, 8, 44, 5, 51
782, 233, 16, 2, 14, 5, 51
783, 79, 7, 1, 5, 5, 51
784, 180, 14, 1, 9, 5, 51
785, 82, 15, 3, 13, 5, 51
786, 86, 19, 3, 17, 5, 51
787, 86, 7, 1, 5, 5, 51
788, 181, 32, 4, 30, 5, 51
789, 88, 16, 2, 14, 5, 51
790, 80, 7, 1, 5, 5, 51
791, 59, 7, 1, 5, 5, 51
792, 60, 7, 1, 5, 5, 51
793, 63, 7, 1, 5, 5, 51
794, 63, 5, 0, 0, 5, 51
795, 263, 52, 6, 50, 5, 51
796, 230, 34, 4, 32, 5, 51
797, 188, 16, 2, 14, 5, 51
798, 360, 120, 17, 119, 5, 51
799, 237, 55, 8, 54, 5, 51
800, 215, 30, 5, 28, 5, 51
801, 81, 7, 1, 5, 5, 51
802, 273, 41, 5, 40, 5, 51
803, 320, 89, 16, 87, 5, 51
804, 271, 48, 7, 46, 5, 51
805, 232, 46, 7, 44, 5, 51
806, 322, 96, 29, 94, 5, 51
807, 300, 63, 11, 61, 5, 51
808, 183, 13, 2, 11, 5, 51
809, 430, 186, 37, 185, 5, 51
810, 471, 222, 52, 220, 5, 51
811, 152, 13, 3, 11, 5, 51
812, 55, 7, 1, 5, 5, 51
813, 189, 40, 7, 39, 5, 51
814, 265, 81, 13, 80, 5, 51
815, 307, 134, 30, 133, 5, 51
816, 66, 9, 2, 7, 5, 51
817, 269, 48, 5, 45, 5, 51
818, 213, 48, 7, 46, 5, 51
819, 359, 109, 17, 107, 5, 51
820, 359, 121, 22, 120, 5, 51
821, 76, 7, 1, 5, 5, 51
822, 76, 7, 1, 5, 5, 51
823, 78, 15, 5, 14, 5, 51
824, 167, 7, 1, 5, 5, 51
825, 157, 12, 3, 10, 5, 51
826, 125, 5, 0, 0, 5, 51
827, 167, 19, 3, 17, 5, 51
828, 131, 7, 1, 5, 5, 51
829, 264, 74, 15, 73, 5, 51
830, 202, 33, 5, 31, 5, 51
831, 453, 218, 70, 217, 5, 51
832, 208, 28, 4, 26, 5, 51
833, 191, 42, 7, 41, 5, 51
834, 245, 62, 11, 61, 5, 51
835, 157, 42, 8, 40, 5, 51
836, 252, 22, 3, 20, 5, 51
837, 253, 52, 12, 50, 5, 51
838, 295, 35, 6, 33, 5, 51
839, 139, 5, 0, 0, 5, 51
840, 249, 42, 7, 40, 5, 51
841, 135, 7, 1, 5, 5, 51
842, 134, 9, 2, 7, 5, 51
843, 171, 25, 5, 23, 5, 51
844, 245, 45, 9, 43, 5, 51
845, 133, 14, 4, 12, 5, 51
846, 156, 19, 3, 17, 5, 51
847, 127, 7, 1, 5, 5, 51
848, 282, 48, 8, 47, 5, 51
849, 202, 32, 5, 30, 5, 51
850, 269, 36, 7, 34, 5, 51
851, 135, 7, 1, 5, 5, 51
852, 391, 157, 47, 155, 5, 51
853, 224, 25, 3, 23, 5, 51
854, 142, 7, 1, 5, 5, 51
855, 140, 7, 1, 5, 5, 51
856, 139, 7, 1, 5, 5, 51
857, 143, 7, 1, 5, 5, 51
858, 143, 7, 1, 5, 5, 51
859, 94, 7, 1, 5, 5, 51
860, 227, 19, 3, 17, 5, 51
861, 171, 18, 3, 17, 5, 51
862, 250, 42, 7, 40, 5, 51
863, 271, 48, 12, 47, 5, 51
864, 99, 5, 0, 0, 5, 51
865, 99, 7, 1, 5, 5, 51
866, 209, 16, 2, 14, 5, 51
867, 97, 7, 1, 5, 5, 51
868, 178, 26, 4, 25, 5, 51
869, 112, 9, 2, 7, 5, 51
870, 118, 22, 6, 21, 5, 51
871, 171, 24, 4, 23, 5, 51
872, 116, 7, 1, 5, 5, 51
873, 104, 7, 1, 5, 5, 51
874, 107, 5, 0, 0, 5, 51
875, 113, 13, 2, 11, 5, 51
876, 109, 5, 0, 0, 5, 51
877, 208, 30, 5, 28, 5, 51
878, 150, 7, 1, 5, 5, 51
879, 243, 68, 14, 67, 5, 51
880, 152, 11, 2, 9, 5, 51
881, 151, 10, 2, 8, 5, 51
882, 167, 33, 7, 31, 5, 51
883, 149, 7, 1, 5, 5, 51
884, 204, 16, 2, 14, 5, 51
885, 227, 17, 4, 16, 5, 51
886, 274, 47, 7, 45, 5, 51
887, 169, 20, 2, 15, 5, 51
888, 154, 13, 3, 11, 5, 51
889, 348, 79, 16, 77, 5, 51
890, 127, 5, 0, 0, 5, 51
891, 161, 32, 4, 30, 5, 51
892, 156, 19, 3, 17, 5, 51
893, 127, 7, 1, 5, 5, 51
894, 343, 84, 14, 79, 5, 51
895, 239, 27, 4, 25, 5, 51
896, 207, 5, 0, 0, 5, 51
897, 302, 52, 7, 50, 5, 51
898, 113, 10, 2, 8, 5, 51
899, 109, 7, 1, 5, 5, 51
900, 106, 7, 1, 5, 5, 51
901, 105, 7, 1, 5, 5, 51
902, 90, 5, 0, 0, 5, 51
903, 109, 13, 3, 11, 5, 51
904, 371, 94, 14, 93, 5, 51
905, 179, 16, 2, 14, 5, 51
906, 87, 5, 0, 0, 5, 51
907, 331, 86, 12, 84, 5, 51
908, 286, 33, 4, 31, 5, 51
909, 111, 11, 1, 6, 5, 51
910, 113, 7, 1, 5, 5, 51
911, 103, 7, 1, 5, 5, 51
912, 252, 43, 5, 41, 5, 51
913, 103, 7, 1, 5, 5, 51
914, 102, 7, 1, 5, 5, 51
915, 10, 5, 0, 0, 5, 51
916, 168, 10, 1, 8, 5, 51
917, 166, 9, 2, 7, 5, 51
918, 175, 19, 3, 17, 5, 51
919, 140, 16, 3, 14, 5, 51
920, 280, 54, 8, 52, 5, 51
921, 143, 14, 3, 13, 5, 51
922, 149, 15, 2, 14, 5, 51
923, 156, 14, 1, 9, 5, 51
924, 133, 14, 1, 9, 5, 51
925, 237, 36, 7, 34, 5, 51
926, 188, 7, 1, 5, 5, 51
927, 181, 5, 0, 0, 5, 51
928, 180, 7, 1, 5, 5, 51
929, 281, 58, 12, 57, 5, 51
930, 282, 34, 4, 32, 5, 51
931, 183, 12, 1, 9, 5, 51
932, 184, 18, 3, 16, 5, 51
933, 269, 31, 4, 29, 5, 51
934, 183, 7, 1, 5, 5, 51
935, 177, 7, 1, 5, 5, 51
936, 153, 7, 1, 5, 5, 51
937, 187, 7, 1, 5, 5, 51
938, 172, 7, 1, 5, 5, 51
939, 354, 60, 7, 55, 5, 51
940, 290, 45, 5, 42, 5, 51
941, 521, 186, 26, 184, 5, 51
942, 583, 253, 39, 251, 5, 51
943, 546, 272, 47, 270, 5, 51
944, 550, 298, 54, 296, 5, 51
945, 645, 346, 61, 344, 5, 51
946, 476, 196, 37, 194, 5, 51
947, 173, 19, 2, 17, 5, 51
948, 105, 7, 1, 5, 5, 51
949, 277, 29, 4, 27, 5, 51
950, 104, 7, 1, 5, 5, 51
951, 269, 40, 6, 39, 5, 51
952, 103, 5, 0, 0, 5, 51
953, 189, 7, 1, 5, 5, 51
954, 263, 25, 3, 21, 5, 51
955, 281, 43, 7, 42, 5, 51
956, 382, 93, 12, 91, 5, 51
957, 182, 7, 1, 5, 5, 51
958, 169, 5, 0, 0, 5, 51
959, 176, 7, 1, 5, 5, 51
960, 176, 7, 1, 5, 5, 51
961, 383, 110, 18, 109, 5, 51
962, 176, 5, 0, 0, 5, 51
963, 254, 25, 3, 23, 5, 51
964, 193, 16, 2, 14, 5, 51
965, 251, 32, 7, 30, 5, 51
966, 135, 13, 2, 11, 5, 51
967, 233, 40, 6, 38, 5, 51
968, 230, 33, 5, 32, 5, 51
969, 424, 145, 28, 144, 5, 51
970, 479, 161, 25, 159, 5, 51
971, 110, 7, 1, 5, 5, 51
972, 154, 5, 0, 0, 5, 51
973, 289, 25, 3, 23, 5, 51
974, 170, 7, 1, 5, 5, 51
975, 238, 13, 2, 11, 5, 51
976, 172, 7, 1, 5, 5, 51
977, 173, 7, 1, 5, 5, 51
978, 382, 69, 10, 67, 5, 51
979, 320, 95, 12, 93, 5, 51
980, 200, 19, 3, 17, 5, 51
981, 208, 22, 4, 20, 5, 51
982, 207, 22, 3, 20, 5, 51
983, 68, 7, 1, 5, 5, 51
984, 75, 7, 1, 5, 5, 51
985, 213, 13, 2, 8, 5, 51
986, 57, 7, 1, 5, 5, 51
987, 250, 19, 3, 17, 5, 51
988, 283, 19, 3, 17, 5, 51
989, 300, 27, 5, 25, 5, 51
990, 194, 16, 2, 14, 5, 51
991, 191, 23, 4, 22, 5, 51
992, 159, 9, 2, 7, 5, 51
993, 317, 56, 11, 51, 5, 51
994, 158, 7, 1, 5, 5, 51
995, 266, 24, 4, 22, 5, 51
996, 282, 19, 3, 17, 5, 51
997, 354, 113, 20, 112, 5, 51
998, 312, 68, 9, 66, 5, 51
999, 357, 108, 13, 106, 5, 51
1000, 394, 100, 18, 99, 5, 51
1001, 242, 40, 6, 35, 5, 51
1002, 87, 5, 0, 0, 5, 51
1003, 374, 155, 31, 153, 5, 51
1004, 61, 5, 0, 0, 5, 51
1005, 336, 59, 8, 57, 5, 51
1006, 178, 26, 5, 24, 5, 51
1007, 219, 58, 10, 56, 5, 51
1008, 388, 121, 20, 120, 5, 51
1009, 316, 57, 7, 54, 5, 51
1010, 311, 66, 12, 65, 5, 51
1011, 425, 146, 25, 144, 5, 51
1012, 434, 125, 18, 124, 5, 51
1013, 355, 74, 14, 72, 5, 51
1014, 474, 175, 37, 174, 5, 51
1015, 435, 87, 12, 86, 5, 51
1016, 215, 7, 1, 5, 5, 51
1017, 220, 36, 5, 34, 5, 51
1018, 364, 89, 15, 88, 5, 51
1019, 324, 77, 15, 76, 5, 51
1020, 360, 80, 12, 75, 5, 51
1021, 252, 60, 9, 56, 5, 51
1022, 203, 24, 4, 22, 5, 51
1023, 208, 31, 5, 29, 5, 51
1024, 165, 7, 1, 5, 5, 51
1025, 187, 25, 4, 24, 5, 51
1026, 327, 86, 16, 85, 5, 51
1027, 172, 10, 1, 6, 5, 51
1028, 327, 93, 19, 92, 5, 51
1029, 488, 140, 21, 138, 5, 51
1030, 150, 7, 1, 5, 5, 51
1031, 209, 7, 1, 5, 5, 51
1032, 236, 16, 2, 14, 5, 51
1033, 202, 7, 1, 5, 5, 51
1034, 202, 16, 2, 14, 5, 51
1035, 196, 19, 2, 17, 5, 51
1036, 102, 7, 1, 5, 5, 51
1037, 100, 7, 1, 5, 5, 51
1038, 260, 80, 13, 78, 5, 51
1039, 618, 228, 34, 226, 5, 51
1040, 160, 16, 3, 14, 5, 51
1041, 125, 5, 0, 0, 5, 51
1042, 387, 63, 8, 58, 5, 51
1043, 126, 9, 2, 7, 5, 51
1044, 437, 76, 9, 74, 5, 51
1045, 431, 115, 17, 111, 5, 51
1046, 168, 7, 1, 5, 5, 51
1047, 187, 46, 6, 44, 5, 51
1048, 315, 43, 5, 41, 5, 51
1049, 94, 11, 3, 9, 5, 51
1050, 305, 40, 5, 38, 5, 51
1051, 523, 155, 21, 153, 5, 51
1052, 293, 23, 2, 18, 5, 51
1053, 684, 283, 46, 282, 5, 51
1054, 600, 295, 50, 294, 5, 51
1055, 243, 41, 4, 36, 5, 51
1056, 525, 176, 27, 174, 5, 51
1057, 287, 35, 5, 33, 5, 51
1058, 252, 30, 4, 28, 5, 51
1059, 317, 34, 4, 32, 5, 51
1060, 396, 83, 15, 81, 5, 51
1061, 126, 7, 1, 5, 5, 51
1062, 454, 131, 17, 130, 5, 51
1063, 116, 5, 0, 0, 5, 51
1064, 116, 9, 2, 7, 5, 51
1065, 110, 7, 1, 5, 5, 51
1066, 110, 7, 1, 5, 5, 51
1067, 75, 7, 1, 5, 5, 51
1068, 200, 7, 1, 5, 5, 51
1069, 150, 7, 1, 5, 5, 51
1070, 155, 7, 1, 5, 5, 51
1071, 204, 13, 2, 11, 5, 51
1072, 198, 7, 1, 5, 5, 51
1073, 226, 11, 1, 6, 5, 51
1074, 170, 9, 2, 7, 5, 51
1075, 156, 7, 1, 5, 5, 51
1076, 392, 92, 13, 90, 5, 51
1077, 594, 253, 44, 252, 5, 51
1078, 284, 43, 5, 41, 5, 51
1079, 192, 5, 0, 0, 5, 51
1080, 188, 7, 1, 5, 5, 51
1081, 234, 16, 3, 14, 5, 51
1082, 159, 7, 1, 5, 5, 51
1083, 159, 5, 0, 0, 5, 51
1084, 250, 32, 4, 27, 5, 51
1085, 271, 42, 7, 40, 5, 51
1086, 84, 7, 1, 5, 5, 51
1087, 78, 7, 1, 5, 5, 51
1088, 215, 23, 3, 21, 5, 51
1089, 81, 10, 2, 8, 5, 51
1090, 243, 22, 3, 20, 5, 51
1091, 258, 30, 4, 28, 5, 51
1092, 381, 138, 32, 136, 5, 51
1093, 312, 53, 9, 51, 5, 51
1094, 328, 51, 8, 49, 5, 51
1095, 192, 5, 0, 0, 5, 51
1096, 410, 145, 26, 143, 5, 51
1097, 167, 7, 1, 5, 5, 51
1098, 162, 7, 1, 5, 5, 51
1099, 166, 7, 1, 5, 5, 51
1100, 173, 13, 2, 11, 5, 51
1101, 167, 5, 0, 0, 5, 51
1102, 169, 13, 4, 12, 5, 51
1103, 228, 13, 2, 11, 5, 51
1104, 166, 7, 1, 5, 5, 51
1105, 262, 22, 3, 20, 5, 51
1106, 301, 87, 20, 85, 5, 51
1107, 106, 7, 1, 5, 5, 51
1108, 124, 23, 2, 18, 5, 51
1109, 108, 7, 1, 5, 5, 51
1110, 317, 35, 4, 30, 5, 51
1111, 246, 21, 3, 19, 5, 51
1112, 328, 63, 13, 61, 5, 51
1113, 297, 56, 13, 54, 5, 51
1114, 302, 42, 6, 39, 5, 51
1115, 326, 75, 16, 74, 5, 51
1116, 107, 5, 0, 0, 5, 51
1117, 134, 23, 5, 21, 5, 51
1118, 273, 56, 12, 54, 5, 51
1119, 218, 5, 0, 0, 5, 51
1120, 213, 9, 2, 7, 5, 51
1121, 113, 7, 1, 5, 5, 51
1122, 125, 12, 1, 9, 5, 51
1123, 342, 55, 8, 53, 5, 51
1124, 240, 17, 2, 12, 5, 51
1125, 66, 5, 0, 0, 5, 51
1126, 250, 17, 3, 15, 5, 51
1127, 293, 22, 3, 20, 5, 51
1128, 191, 7, 1, 5, 5, 51
1129, 327, 49, 9, 47, 5, 51
1130, 203, 18, 3, 16, 5, 51
1131, 260, 16, 2, 14, 5, 51
1132, 138, 5, 0, 0, 5, 51
1133, 107, 7, 1, 5, 5, 51
1134, 206, 37, 5, 35, 5, 51
1135, 157, 14, 1, 9, 5, 51
1136, 325, 38, 6, 37, 5, 51
1137, 361, 68, 8, 66, 5, 51
1138, 489, 223, 56, 222, 5, 51
1139, 151, 7, 1, 5, 5, 51
1140, 472, 202, 42, 201, 5, 51
1141, 425, 133, 19, 131, 5, 51
1142, 187, 22, 3, 20, 5, 51
1143, 83, 7, 1, 5, 5, 51
1144, 77, 7, 1, 5, 5, 51
1145, 297, 41, 4, 36, 5, 51
1146, 307, 56, 8, 52, 5, 51
1147, 311, 85, 13, 84, 5, 51
1148, 459, 199, 31, 198, 5, 51
1149, 432, 148, 25, 147, 5, 51
1150, 401, 127, 18, 125, 5, 51
1151, 73, 5, 0, 0, 5, 51
1152, 494, 176, 27, 174, 5, 51
1153, 500, 226, 37, 225, 5, 51
1154, 602, 339, 71, 338, 5, 51
1155, 195, 7, 1, 5, 5, 51
1156, 196, 7, 1, 5, 5, 51
1157, 230, 16, 2, 14, 5, 51
1158, 310, 44, 6, 42, 5, 51
1159, 172, 7, 1, 5, 5, 51
1160, 280, 62, 9, 60, 5, 51
1161, 384, 86, 14, 84, 5, 51
1162, 194, 7, 1, 5, 5, 51
1163, 177, 10, 2, 9, 5, 51
1164, 192, 12, 2, 10, 5, 51
1165, 175, 7, 1, 5, 5, 51
1166, 260, 42, 6, 40, 5, 51
1167, 178, 7, 1, 5, 5, 51
1168, 175, 7, 1, 5, 5, 51
1169, 194, 13, 2, 11, 5, 51
1170, 200, 13, 2, 11, 5, 51
1171, 159, 7, 1, 5, 5, 51
1172, 160, 7, 1, 5, 5, 51
1173, 115, 5, 0, 0, 5, 51
1174, 176, 9, 2, 7, 5, 51
1175, 172, 7, 1, 5, 5, 51
1176, 142, 5, 0, 0, 5, 51
1177, 144, 7, 1, 5, 5, 51
1178, 141, 7, 1, 5, 5, 51
1179, 265, 19, 2, 14, 5, 51
1180, 260, 27, 5, 25, 5, 51
1181, 195, 7, 1, 5, 5, 51
1182, 198, 17, 3, 15, 5, 51
1183, 161, 5, 0, 0, 5, 51
1184, 198, 9, 1, 6, 5, 51
1185, 195, 7, 1, 5, 5, 51
1186, 316, 46, 8, 45, 5, 51
1187, 195, 5, 0, 0, 5, 51
1188, 268, 18, 2, 15, 5, 51
1189, 256, 24, 4, 22, 5, 51
1190, 208, 5, 0, 0, 5, 51
1191, 208, 9, 2, 7, 5, 51
1192, 224, 15, 3, 13, 5, 51
1193, 284, 23, 2, 18, 5, 51
1194, 318, 36, 5, 34, 5, 51
1195, 205, 7, 1, 5, 5, 51
1196, 194, 7, 1, 5, 5, 51
1197, 193, 7, 1, 5, 5, 51
1198, 192, 7, 1, 5, 5, 51
1199, 322, 31, 5, 29, 5, 51
1200, 189, 5, 0, 0, 5, 51
1201, 187, 7, 1, 5, 5, 51
1202, 321, 60, 11, 59, 5, 51
1203, 400, 81, 12, 80, 5, 51
1204, 299, 74, 9, 69, 5, 51
1205, 239, 42, 5, 40, 5, 51
1206, 193, 10, 1, 8, 5, 51
1207, 167, 7, 1, 5, 5, 51
1208, 226, 13, 2, 11, 5, 51
1209, 200, 7, 1, 5, 5, 51
1210, 223, 11, 1, 6, 5, 51
1211, 201, 7, 1, 5, 5, 51
1212, 348, 56, 7, 54, 5, 51
1213, 388, 55, 7, 53, 5, 51
1214, 235, 16, 2, 14, 5, 51
1215, 219, 11, 1, 9, 5, 51
1216, 494, 198, 56, 197, 5, 51
1217, 416, 159, 26, 157, 5, 51
1218, 191, 5, 0, 0, 5, 51
1219, 293, 41, 4, 36, 5, 51
1220, 188, 7, 1, 5, 5, 51
1221, 187, 7, 1, 5, 5, 51
1222, 180, 5, 0, 0, 5, 51
1223, 316, 35, 5, 33, 5, 51
1224, 355, 28, 4, 26, 5, 51
1225, 340, 64, 9, 63, 5, 51
1226, 198, 5, 0, 0, 5, 51
1227, 195, 5, 0, 0, 5, 51
1228, 447, 151, 24, 150, 5, 51
1229, 197, 8, 1, 7, 5, 51
1230, 523, 194, 33, 193, 5, 51
1231, 592, 270, 55, 268, 5, 51
1232, 203, 14, 1, 9, 5, 51
1233, 318, 32, 7, 30, 5, 51
1234, 313, 25, 3, 23, 5, 51
1235, 484, 133, 25, 131, 5, 51
1236, 347, 43, 5, 41, 5, 51
1237, 440, 99, 16, 98, 5, 51
1238, 269, 17, 3, 16, 5, 51
1239, 340, 46, 8, 45, 5, 51
1240, 297, 22, 3, 20, 5, 51
1241, 313, 28, 4, 26, 5, 51
1242, 230, 5, 0, 0, 5, 51
1243, 287, 19, 3, 17, 5, 51
1244, 268, 11, 1, 6, 5, 51
1245, 224, 7, 1, 5, 5, 51
1246, 224, 5, 0, 0, 5, 51
1247, 286, 31, 6, 29, 5, 51
1248, 231, 14, 1, 9, 5, 51
1249, 308, 43, 7, 41, 5, 51
1250, 296, 42, 7, 41, 5, 51
1251, 208, 7, 1, 5, 5, 51
1252, 223, 19, 3, 17, 5, 51
1253, 437, 83, 14, 82, 5, 51
1254, 601, 200, 31, 199, 5, 51
1255, 191, 7, 1, 5, 5, 51
1256, 186, 7, 1, 5, 5, 51
1257, 265, 26, 4, 24, 5, 51
1258, 361, 56, 6, 51, 5, 51
1259, 202, 5, 0, 0, 5, 51
1260, 448, 77, 11, 75, 5, 51
1261, 379, 70, 12, 68, 5, 51
1262, 309, 25, 3, 23, 5, 51
1263, 185, 7, 1, 5, 5, 51
1264, 316, 35, 5, 34, 5, 51
1265, 379, 61, 8, 59, 5, 51
1266, 282, 68, 10, 67, 5, 51
1267, 330, 69, 8, 66, 5, 51
1268, 527, 150, 20, 148, 5, 51
1269, 210, 7, 1, 5, 5, 51
1270, 220, 13, 2, 11, 5, 51
1271, 202, 5, 0, 0, 5, 51
1272, 202, 9, 2, 7, 5, 51
1273, 226, 24, 5, 22, 5, 51
1274, 318, 22, 3, 20, 5, 51
1275, 327, 40, 5, 38, 5, 51
1276, 196, 7, 1, 5, 5, 51
1277, 193, 7, 1, 5, 5, 51
1278, 192, 5, 0, 0, 5, 51
1279, 191, 7, 1, 5, 5, 51
1280, 196, 7, 1, 5, 5, 51
1281, 205, 22, 5, 20, 5, 51
1282, 261, 14, 1, 9, 5, 51
1283, 228, 9, 2, 7, 5, 51
1284, 258, 20, 2, 15, 5, 51
1285, 280, 13, 2, 11, 5, 51
1286, 288, 30, 5, 28, 5, 51
1287, 211, 7, 1, 5, 5, 51
1288, 208, 7, 1, 5, 5, 51
1289, 208, 7, 1, 5, 5, 51
1290, 281, 27, 5, 25, 5, 51
1291, 267, 16, 2, 14, 5, 51
1292, 202, 7, 1, 5, 5, 51
1293, 287, 30, 5, 28, 5, 51
1294, 219, 5, 0, 0, 5, 51
1295, 217, 13, 3, 11, 5, 51
1296, 264, 60, 19, 59, 5, 51
1297, 395, 79, 13, 78, 5, 51
1298, 220, 7, 1, 5, 5, 51
1299, 277, 29, 4, 28, 5, 51
1300, 215, 13, 2, 11, 5, 51
1301, 181, 7, 1, 5, 5, 51
1302, 277, 37, 5, 35, 5, 51
1303, 180, 5, 0, 0, 5, 51
1304, 272, 22, 3, 20, 5, 51
1305, 258, 46, 6, 45, 5, 51
1306, 206, 12, 1, 9, 5, 51
1307, 230, 22, 3, 20, 5, 51
1308, 218, 14, 1, 9, 5, 51
1309, 355, 65, 9, 63, 5, 51
1310, 342, 34, 6, 32, 5, 51
1311, 253, 25, 3, 23, 5, 51
1312, 369, 70, 9, 68, 5, 51
1313, 271, 16, 2, 14, 5, 51
1314, 189, 7, 1, 5, 5, 51
1315, 258, 14, 1, 9, 5, 51
1316, 282, 40, 6, 38, 5, 51
1317, 279, 34, 4, 32, 5, 51
1318, 342, 54, 7, 52, 5, 51
1319, 217, 7, 1, 5, 5, 51
1320, 257, 16, 2, 14, 5, 51
1321, 274, 25, 3, 23, 5, 51
1322, 206, 7, 1, 5, 5, 51
1323, 304, 20, 3, 18, 5, 51
1324, 205, 7, 1, 5, 5, 51
1325, 258, 13, 2, 11, 5, 51
1326, 323, 40, 5, 38, 5, 51
1327, 475, 115, 18, 113, 5, 51
1328, 219, 7, 1, 5, 5, 51
1329, 250, 16, 2, 14, 5, 51
1330, 259, 16, 2, 14, 5, 51
1331, 253, 14, 2, 12, 5, 51
1332, 221, 7, 1, 5, 5, 51
1333, 229, 12, 1, 9, 5, 51
1334, 268, 17, 6, 16, 5, 51
1335, 190, 7, 1, 5, 5, 51
1336, 194, 7, 1, 5, 5, 51
1337, 188, 5, 0, 0, 5, 51
1338, 190, 9, 2, 7, 5, 51
1339, 578, 112, 16, 110, 5, 51
1340, 551, 133, 22, 131, 5, 51
1341, 536, 144, 21, 142, 5, 51
1342, 260, 7, 1, 5, 5, 51
1343, 206, 10, 1, 8, 5, 51
1344, 434, 49, 6, 47, 5, 51
1345, 206, 7, 1, 5, 5, 51
1346, 208, 7, 1, 5, 5, 51
1347, 207, 10, 2, 8, 5, 51
1348, 204, 5, 0, 0, 5, 51
1349, 539, 105, 12, 102, 5, 51
1350, 481, 75, 10, 72, 5, 51
1351, 206, 5, 0, 0, 5, 51
1352, 205, 7, 1, 5, 5, 51
1353, 550, 177, 25, 175, 5, 51
1354, 187, 7, 1, 5, 5, 51
1355, 663, 259, 36, 258, 5, 51
1356, 274, 16, 2, 14, 5, 51
1357, 111, 7, 1, 5, 5, 51
1358, 111, 7, 1, 5, 5, 51
1359, 111, 7, 1, 5, 5, 51
1360, 289, 27, 4, 25, 5, 51
1361, 452, 103, 22, 102, 5, 51
1362, 348, 31, 5, 29, 5, 51
1363, 447, 95, 12, 93, 5, 51
1364, 749, 284, 44, 282, 5, 51
1365, 817, 323, 49, 322, 5, 51
