Step, Total affected keys, Total marked keys, Relinearize keys, Relinearize affected keys, New factors affected keys, Depth
2422, 205, 42, 3, 34, 8, 1161
2423, 330, 136, 17, 128, 8, 1161
2424, 211, 39, 4, 35, 14, 1161
2425, 356, 182, 22, 170, 26, 1161
2426, 197, 58, 4, 48, 14, 1161
2427, 401, 171, 12, 163, 8, 881
2428, 273, 112, 10, 104, 8, 881
2429, 378, 275, 42, 266, 9, 881
2430, 282, 119, 10, 108, 11, 881
2431, 131, 7, 0, 0, 7, 881
2432, 122, 14, 1, 9, 5, 21
2433, 111, 5, 0, 0, 5, 21
2434, 329, 169, 11, 164, 8, 1199
2435, 1170, 1085, 838, 1073, 14, 1201
2436, 123, 12, 0, 0, 12, 1201
2437, 128, 11, 0, 0, 11, 1181
2438, 77, 15, 1, 11, 11, 1181
2439, 78, 11, 0, 0, 11, 1181
2440, 81, 11, 0, 0, 11, 1181
2441, 77, 5, 0, 0, 5, 1181
2442, 2, 2, 0, 0, 2, 1
2443, 2, 2, 0, 0, 2, 1
2444, 148, 3, 0, 0, 3, 1219
2445, 692, 465, 180, 462, 5, 1221
2446, 127, 11, 1, 6, 5, 1221
2447, 151, 14, 2, 9, 5, 1221
2448, 135, 9, 1, 6, 5, 1221
2449, 829, 603, 299, 596, 7, 1221
2450, 966, 707, 449, 696, 11, 1221
2451, 301, 93, 17, 82, 11, 1221
2452, 409, 219, 55, 208, 11, 1221
2453, 131, 11, 0, 0, 11, 1221
2454, 402, 231, 30, 218, 13, 1221
2455, 123, 21, 1, 13, 17, 1221
2456, 314, 121, 62, 112, 9, 1221
2457, 950, 787, 433, 782, 5, 1221
2458, 169, 27, 5, 22, 5, 1221
2459, 117, 8, 0, 0, 8, 1221
2460, 171, 14, 0, 0, 14, 1221
2461, 206, 69, 52, 59, 10, 1221
2462, 109, 24, 2, 19, 8, 1221
2463, 523, 280, 98, 272, 8, 1221
2464, 93, 12, 0, 0, 12, 1719
2465, 556, 287, 158, 267, 20, 1721
2466, 589, 397, 155, 385, 12, 1721
2467, 1073, 863, 569, 855, 8, 1221
2468, 595, 324, 82, 316, 8, 1221
2469, 508, 240, 102, 236, 10, 1239
2470, 433, 181, 33, 167, 14, 1241
2471, 275, 97, 16, 91, 6, 1241
2472, 2, 2, 0, 0, 2, 1
2473, 2, 2, 0, 0, 2, 1
2474, 132, 5, 0, 0, 5, 1759
2475, 259, 53, 3, 42, 11, 1761
2476, 598, 318, 93, 315, 9, 1761
2477, 859, 559, 330, 555, 8, 1761
2478, 602, 286, 121, 278, 8, 1761
2479, 121, 8, 0, 0, 8, 1761
2480, 201, 23, 3, 15, 8, 1761
2481, 346, 81, 27, 75, 6, 1761
2482, 379, 133, 20, 128, 5, 1261
2483, 93, 5, 0, 0, 5, 1261
2484, 83, 6, 0, 0, 6, 1261
2485, 544, 290, 77, 282, 8, 1261
2486, 1144, 1041, 701, 1036, 8, 1261
2487, 92, 8, 0, 0, 8, 1261
2488, 86, 11, 1, 8, 8, 1261
2489, 94, 24, 3, 16, 11, 1261
2490, 143, 34, 3, 17, 17, 1261
2491, 95, 15, 0, 0, 15, 1261
2492, 110, 14, 0, 0, 14, 1261
2493, 107, 14, 0, 0, 14, 1261
2494, 108, 16, 0, 0, 16, 1261
2495, 506, 232, 69, 223, 20, 1261
2496, 408, 156, 43, 140, 16, 1261
2497, 300, 99, 20, 85, 14, 1241
2498, 120, 14, 0, 0, 14, 1241
2499, 489, 213, 48, 208, 14, 1241
2500, 132, 14, 0, 0, 14, 1241
2501, 445, 181, 35, 173, 8, 1241
2502, 107, 5, 0, 0, 5, 61
2503, 617, 349, 154, 347, 5, 61
2504, 167, 21, 12, 14, 7, 1279
2505, 101, 13, 1, 7, 11, 1281
2506, 99, 5, 0, 0, 5, 1281
2507, 6, 6, 1, 5, 2, 1
2508, 2, 2, 0, 0, 2, 1
2509, 2, 2, 0, 0, 2, 1
2510, 2, 2, 0, 0, 2, 1
2511, 2, 2, 0, 0, 2, 1
2512, 2, 2, 0, 0, 2, 1
2513, 2, 2, 0, 0, 2, 1
2514, 123, 4, 0, 0, 4, 1239
2515, 948, 834, 714, 831, 8, 1241
2516, 407, 208, 102, 207, 4, 1241
2517, 139, 75, 19, 73, 2, 1
2518, 77, 26, 1, 24, 2, 1
2519, 87, 7, 0, 0, 7, 1259
2520, 368, 148, 47, 131, 17, 1261
2521, 224, 43, 17, 30, 13, 1261
2522, 103, 17, 1, 6, 11, 1261
2523, 93, 11, 0, 0, 11, 1261
2524, 172, 26, 3, 9, 17, 1261
2525, 157, 40, 2, 11, 29, 1261
2526, 320, 118, 27, 101, 17, 1261
2527, 97, 11, 0, 0, 11, 981
2528, 98, 11, 0, 0, 11, 981
2529, 97, 12, 0, 0, 12, 981
2530, 188, 14, 0, 0, 14, 981
2531, 146, 10, 0, 0, 10, 981
2532, 192, 38, 1, 30, 8, 121
2533, 105, 8, 0, 0, 8, 121
2534, 82, 13, 0, 0, 13, 1299
2535, 125, 23, 0, 0, 23, 1301
2536, 135, 29, 1, 23, 19, 1301
2537, 100, 17, 0, 0, 17, 1281
2538, 104, 17, 0, 0, 17, 1281
2539, 101, 18, 0, 0, 18, 1281
2540, 124, 20, 0, 0, 20, 1281
2541, 240, 92, 17, 76, 16, 1281
2542, 95, 14, 0, 0, 14, 1281
2543, 98, 14, 0, 0, 14, 1281
2544, 93, 20, 0, 0, 20, 1281
2545, 172, 32, 0, 0, 32, 1281
2546, 92, 20, 0, 0, 20, 1281
2547, 319, 136, 90, 122, 14, 1001
2548, 405, 162, 65, 148, 14, 1001
2549, 93, 15, 0, 0, 15, 1001
2550, 149, 22, 1, 15, 17, 1001
2551, 129, 37, 2, 24, 13, 1001
2552, 132, 35, 3, 24, 11, 141
2553, 28, 11, 0, 0, 11, 141
2554, 174, 47, 10, 31, 16, 1319
2555, 145, 26, 0, 0, 26, 1321
2556, 119, 22, 0, 0, 22, 1321
2557, 120, 20, 0, 0, 20, 1301
2558, 124, 20, 0, 0, 20, 1301
2559, 125, 28, 1, 20, 21, 1301
2560, 144, 23, 0, 0, 23, 1301
2561, 114, 19, 0, 0, 19, 1301
2562, 115, 17, 0, 0, 17, 1301
2563, 538, 242, 111, 225, 17, 1301
2564, 29, 23, 0, 0, 23, 1301
2565, 403, 122, 22, 87, 35, 1301
2566, 666, 402, 232, 379, 23, 1301
2567, 90, 17, 0, 0, 17, 1021
2568, 91, 23, 1, 17, 17, 1021
2569, 90, 18, 0, 0, 18, 1021
2570, 153, 20, 0, 0, 20, 1021
2571, 154, 25, 1, 20, 16, 1021
2572, 129, 14, 0, 0, 14, 161
2573, 127, 14, 0, 0, 14, 161
2574, 128, 19, 0, 0, 19, 1339
2575, 168, 29, 0, 0, 29, 1341
2576, 142, 25, 0, 0, 25, 1341
2577, 159, 48, 2, 40, 23, 1321
2578, 160, 43, 1, 20, 23, 1321
2579, 144, 24, 0, 0, 24, 1321
2580, 168, 34, 1, 24, 26, 1321
2581, 110, 22, 0, 0, 22, 1321
2582, 111, 20, 0, 0, 20, 1321
2583, 37, 20, 0, 0, 20, 1321
2584, 49, 26, 0, 0, 26, 1321
2585, 118, 38, 0, 0, 38, 1321
2586, 109, 26, 0, 0, 26, 1321
2587, 110, 20, 0, 0, 20, 1041
2588, 111, 20, 0, 0, 20, 1041
2589, 110, 21, 0, 0, 21, 1041
2590, 207, 57, 5, 48, 23, 1041
2591, 144, 19, 0, 0, 19, 1041
2592, 149, 17, 0, 0, 17, 181
2593, 147, 17, 0, 0, 17, 181
2594, 28, 28, 1, 17, 22, 1359
2595, 230, 103, 17, 71, 32, 1361
2596, 74, 28, 0, 0, 28, 1361
2597, 75, 26, 0, 0, 26, 1341
2598, 79, 26, 0, 0, 26, 1341
2599, 76, 27, 0, 0, 27, 1341
2600, 165, 29, 0, 0, 29, 1341
2601, 389, 116, 45, 101, 15, 1341
2602, 689, 375, 249, 367, 8, 161
2603, 735, 478, 223, 470, 8, 161
2604, 448, 197, 68, 187, 10, 1379
2605, 851, 537, 304, 523, 14, 1381
2606, 140, 17, 1, 9, 8, 1381
2607, 403, 143, 38, 138, 5, 101
2608, 154, 28, 7, 23, 5, 101
2609, 270, 81, 7, 76, 5, 101
2610, 105, 7, 1, 5, 5, 101
2611, 3, 3, 0, 0, 3, 101
2612, 2, 2, 0, 0, 2, 1
2613, 2, 2, 0, 0, 2, 1
2614, 2, 2, 0, 0, 2, 1
2615, 2, 2, 0, 0, 2, 1
2616, 2, 2, 0, 0, 2, 1
2617, 2, 2, 0, 0, 2, 1
2618, 2, 2, 0, 0, 2, 1
2619, 2, 2, 0, 0, 2, 1
2620, 2, 2, 0, 0, 2, 1
2621, 2, 2, 0, 0, 2, 1
2622, 2, 2, 0, 0, 2, 1
2623, 2, 2, 0, 0, 2, 1
2624, 2, 2, 0, 0, 2, 1
2625, 2, 2, 0, 0, 2, 1
2626, 2, 2, 0, 0, 2, 1
2627, 2, 2, 0, 0, 2, 1
2628, 2, 2, 0, 0, 2, 1
2629, 21, 4, 0, 0, 4, 119
2630, 25, 20, 12, 15, 8, 121
2631, 81, 9, 1, 3, 6, 121
2632, 82, 5, 0, 0, 5, 121
2633, 10, 5, 0, 0, 5, 121
2634, 11, 9, 1, 5, 7, 1359
2635, 48, 11, 0, 0, 11, 1361
2636, 50, 13, 1, 11, 7, 1361
2637, 40, 5, 0, 0, 5, 121
2638, 52, 17, 2, 16, 5, 121
2639, 42, 22, 1, 8, 14, 1379
2640, 180, 46, 2, 14, 32, 1381
2641, 83, 18, 0, 0, 18, 1381
2642, 543, 227, 83, 216, 11, 201
2643, 706, 417, 200, 406, 11, 201
2644, 83, 13, 0, 0, 13, 1419
2645, 133, 21, 1, 13, 17, 1421
2646, 83, 11, 0, 0, 11, 1421
2647, 84, 8, 0, 0, 8, 141
2648, 85, 8, 0, 0, 8, 141
2649, 88, 9, 0, 0, 9, 141
2650, 81, 11, 0, 0, 11, 141
2651, 82, 9, 0, 0, 9, 141
2652, 25, 8, 0, 0, 8, 141
2653, 30, 8, 0, 0, 8, 141
2654, 333, 101, 24, 91, 10, 1379
2655, 177, 49, 12, 35, 14, 1381
2656, 59, 10, 0, 0, 10, 1381
2657, 107, 11, 1, 3, 8, 141
2658, 107, 11, 1, 3, 8, 141
2659, 60, 17, 0, 0, 17, 1399
2660, 187, 35, 0, 0, 35, 1401
2661, 103, 21, 0, 0, 21, 1401
2662, 586, 280, 86, 266, 14, 221
2663, 99, 14, 0, 0, 14, 221
2664, 98, 16, 0, 0, 16, 1439
2665, 123, 20, 0, 0, 20, 1441
2666, 113, 14, 0, 0, 14, 1441
2667, 114, 11, 1, 10, 11, 161
2668, 504, 139, 26, 138, 11, 161
2669, 123, 12, 0, 0, 12, 161
2670, 118, 14, 0, 0, 14, 161
2671, 136, 8, 0, 0, 8, 161
2672, 26, 13, 6, 10, 5, 61
2673, 27, 15, 7, 11, 5, 61
2674, 28, 9, 1, 6, 5, 61
2675, 28, 5, 0, 0, 5, 61
2676, 28, 5, 0, 0, 5, 61
2677, 28, 5, 0, 0, 5, 61
2678, 28, 5, 0, 0, 5, 61
2679, 28, 5, 0, 0, 5, 61
2680, 28, 5, 0, 0, 5, 61
2681, 29, 7, 1, 5, 5, 61
2682, 28, 5, 0, 0, 5, 61
2683, 32, 11, 1, 6, 5, 61
2684, 28, 5, 0, 0, 5, 61
2685, 37, 16, 4, 15, 5, 61
2686, 30, 9, 1, 6, 5, 61
2687, 34, 17, 5, 14, 5, 61
2688, 36, 19, 3, 16, 5, 61
2689, 33, 19, 3, 10, 9, 179
2690, 131, 35, 4, 18, 17, 181
2691, 138, 42, 3, 41, 11, 181
2692, 46, 14, 1, 6, 8, 81
2693, 47, 8, 0, 0, 8, 81
2694, 48, 8, 0, 0, 8, 81
2695, 49, 11, 1, 8, 8, 81
2696, 48, 8, 0, 0, 8, 81
2697, 48, 8, 0, 0, 8, 81
2698, 48, 8, 0, 0, 8, 81
2699, 49, 11, 3, 10, 8, 81
2700, 48, 8, 0, 0, 8, 81
2701, 48, 16, 1, 12, 4, 81
2702, 2, 2, 0, 0, 2, 1
2703, 2, 2, 0, 0, 2, 1
2704, 2, 2, 0, 0, 2, 1
2705, 2, 2, 0, 0, 2, 1
2706, 2, 2, 0, 0, 2, 1
2707, 2, 2, 0, 0, 2, 1
2708, 2, 2, 0, 0, 2, 1
2709, 2, 2, 0, 0, 2, 1
2710, 2, 2, 0, 0, 2, 1
2711, 2, 2, 0, 0, 2, 1
2712, 2, 2, 0, 0, 2, 1
2713, 2, 2, 0, 0, 2, 1
2714, 2, 2, 0, 0, 2, 1
2715, 2, 2, 0, 0, 2, 1
2716, 2, 2, 0, 0, 2, 1
2717, 2, 2, 0, 0, 2, 1
2718, 2, 2, 0, 0, 2, 1
2719, 2, 2, 0, 0, 2, 1
2720, 2, 2, 0, 0, 2, 1
2721, 2, 2, 0, 0, 2, 1
2722, 2, 2, 0, 0, 2, 1
2723, 2, 2, 0, 0, 2, 1
2724, 2, 2, 0, 0, 2, 1
2725, 2, 2, 0, 0, 2, 1
2726, 2, 2, 0, 0, 2, 1
2727, 2, 2, 0, 0, 2, 1
2728, 2, 2, 0, 0, 2, 1
2729, 2, 2, 0, 0, 2, 1
2730, 2, 2, 0, 0, 2, 1
2731, 2, 2, 0, 0, 2, 1
2732, 3, 2, 0, 0, 2, 1
2733, 2, 2, 0, 0, 2, 1
2734, 2, 2, 0, 0, 2, 1
2735, 2, 2, 0, 0, 2, 1
2736, 2, 2, 0, 0, 2, 1
2737, 2, 2, 0, 0, 2, 1
2738, 2, 2, 0, 0, 2, 1
2739, 19, 3, 0, 0, 3, 19
2740, 22, 17, 12, 14, 5, 21
2741, 22, 6, 1, 5, 3, 21
2742, 2, 2, 0, 0, 2, 1
2743, 2, 2, 0, 0, 2, 1
2744, 39, 3, 0, 0, 3, 39
2745, 42, 42, 36, 39, 5, 41
2746, 43, 42, 37, 41, 3, 41
2747, 2, 2, 0, 0, 2, 1
2748, 2, 2, 0, 0, 2, 1
2749, 2, 2, 0, 0, 2, 1
2750, 2, 2, 0, 0, 2, 1
2751, 2, 2, 0, 0, 2, 1
2752, 2, 2, 0, 0, 2, 1
2753, 2, 2, 0, 0, 2, 1
2754, 2, 2, 0, 0, 2, 1
2755, 2, 2, 0, 0, 2, 1
2756, 2, 2, 0, 0, 2, 1
2757, 2, 2, 0, 0, 2, 1
2758, 2, 2, 0, 0, 2, 1
2759, 25, 5, 0, 0, 5, 139
2760, 94, 63, 49, 56, 11, 141
2761, 92, 19, 8, 10, 9, 141
2762, 72, 8, 0, 0, 8, 141
2763, 73, 8, 0, 0, 8, 141
2764, 74, 14, 1, 9, 8, 141
2765, 71, 8, 0, 0, 8, 141
2766, 70, 13, 3, 5, 8, 141
2767, 95, 25, 8, 22, 8, 141
2768, 68, 8, 0, 0, 8, 141
2769, 89, 34, 6, 22, 12, 259
2770, 188, 49, 14, 29, 20, 261
2771, 171, 30, 3, 26, 14, 261
2772, 65, 11, 0, 0, 11, 161
2773, 63, 11, 0, 0, 11, 161
2774, 124, 61, 32, 57, 11, 161
2775, 51, 23, 1, 12, 11, 161
2776, 67, 26, 2, 15, 11, 161
2777, 51, 11, 0, 0, 11, 161
2778, 49, 11, 0, 0, 11, 161
2779, 47, 12, 0, 0, 12, 161
2780, 47, 14, 0, 0, 14, 161
2781, 45, 12, 0, 0, 12, 161
2782, 42, 11, 0, 0, 11, 161
2783, 100, 31, 7, 20, 11, 161
2784, 75, 27, 2, 23, 11, 161
2785, 54, 11, 0, 0, 11, 161
2786, 106, 61, 17, 60, 5, 161
2787, 76, 9, 3, 7, 2, 1
2788, 2, 2, 0, 0, 2, 1
2789, 2, 2, 0, 0, 2, 1
2790, 2, 2, 0, 0, 2, 1
2791, 2, 2, 0, 0, 2, 1
2792, 2, 2, 0, 0, 2, 1
2793, 2, 2, 0, 0, 2, 1
2794, 2, 2, 0, 0, 2, 1
2795, 2, 2, 0, 0, 2, 1
2796, 2, 2, 0, 0, 2, 1
2797, 2, 2, 0, 0, 2, 1
2798, 2, 2, 0, 0, 2, 1
2799, 145, 4, 0, 0, 4, 1519
2800, 114, 20, 12, 15, 8, 1521
2801, 6, 4, 0, 0, 4, 1521
2802, 2, 2, 0, 0, 2, 1
2803, 2, 2, 0, 0, 2, 1
2804, 105, 6, 0, 0, 6, 179
2805, 117, 17, 1, 3, 14, 181
2806, 168, 70, 19, 68, 8, 181
2807, 82, 5, 0, 0, 5, 21
2808, 20, 9, 4, 8, 5, 21
2809, 19, 5, 0, 0, 5, 21
2810, 20, 5, 1, 4, 5, 21
2811, 20, 5, 0, 0, 5, 21
2812, 22, 14, 8, 13, 5, 21
2813, 21, 7, 1, 5, 5, 21
2814, 21, 9, 2, 8, 5, 21
2815, 20, 5, 0, 0, 5, 21
2816, 20, 5, 0, 0, 5, 21
2817, 21, 7, 1, 5, 5, 21
2818, 21, 7, 1, 5, 5, 21
2819, 20, 7, 0, 0, 7, 1539
2820, 118, 11, 0, 0, 11, 1541
2821, 104, 9, 0, 0, 9, 1541
2822, 18, 8, 0, 0, 8, 1541
2823, 17, 8, 0, 0, 8, 1541
2824, 18, 10, 0, 0, 10, 1541
2825, 190, 40, 3, 26, 14, 1541
2826, 113, 8, 0, 0, 8, 1541
2827, 150, 27, 2, 22, 5, 1541
2828, 106, 7, 1, 5, 5, 1541
2829, 100, 11, 0, 0, 11, 1559
2830, 119, 27, 1, 6, 23, 1561
2831, 106, 13, 0, 0, 13, 1561
2832, 180, 40, 7, 37, 8, 1561
2833, 110, 8, 0, 0, 8, 1561
2834, 90, 11, 0, 0, 11, 1561
2835, 140, 17, 0, 0, 17, 1561
2836, 191, 40, 14, 29, 11, 1561
2837, 169, 16, 3, 8, 8, 1561
2838, 180, 44, 4, 36, 8, 1561
2839, 163, 33, 4, 26, 10, 1561
2840, 195, 34, 3, 20, 14, 1561
2841, 138, 20, 2, 18, 8, 1561
2842, 113, 5, 0, 0, 5, 41
2843, 106, 5, 0, 0, 5, 41
2844, 207, 84, 27, 81, 9, 219
2845, 122, 19, 1, 9, 17, 221
2846, 114, 13, 0, 0, 13, 221
2847, 115, 21, 1, 10, 11, 221
2848, 116, 11, 0, 0, 11, 221
2849, 114, 15, 0, 0, 15, 339
2850, 183, 41, 1, 18, 23, 341
2851, 138, 17, 0, 0, 17, 341
2852, 139, 14, 0, 0, 14, 241
2853, 173, 30, 3, 29, 14, 241
2854, 141, 14, 0, 0, 14, 241
2855, 158, 14, 0, 0, 14, 241
2856, 167, 33, 15, 19, 14, 241
2857, 139, 14, 0, 0, 14, 241
2858, 140, 19, 1, 14, 14, 241
2859, 168, 36, 2, 21, 15, 241
2860, 136, 17, 0, 0, 17, 241
2861, 174, 43, 16, 34, 9, 241
2862, 173, 27, 15, 22, 5, 161
2863, 138, 5, 0, 0, 5, 161
2864, 111, 6, 0, 0, 6, 161
2865, 115, 9, 3, 8, 8, 161
2866, 161, 39, 27, 38, 6, 161
2867, 120, 5, 0, 0, 5, 121
2868, 119, 5, 0, 0, 5, 121
2869, 118, 5, 0, 0, 5, 121
2870, 117, 7, 1, 5, 5, 121
2871, 116, 5, 0, 0, 5, 121
2872, 115, 8, 1, 3, 5, 121
2873, 154, 15, 7, 13, 5, 121
2874, 115, 8, 3, 7, 5, 121
2875, 112, 5, 0, 0, 5, 121
2876, 161, 30, 11, 25, 5, 121
2877, 162, 49, 19, 46, 5, 121
2878, 125, 21, 3, 18, 5, 121
2879, 158, 22, 9, 15, 10, 259
2880, 153, 28, 3, 16, 20, 261
2881, 167, 33, 16, 21, 12, 261
2882, 138, 14, 1, 6, 8, 181
2883, 171, 43, 20, 42, 8, 181
2884, 137, 9, 0, 0, 9, 181
2885, 119, 14, 2, 13, 11, 181
2886, 134, 9, 0, 0, 9, 181
2887, 154, 15, 3, 7, 8, 141
2888, 130, 8, 0, 0, 8, 141
2889, 150, 11, 2, 10, 8, 141
2890, 119, 14, 1, 9, 8, 141
2891, 10, 4, 0, 0, 4, 141
2892, 2, 2, 0, 0, 2, 1
2893, 2, 2, 0, 0, 2, 1
2894, 141, 3, 0, 0, 3, 159
2895, 138, 22, 18, 21, 5, 161
2896, 5, 3, 0, 0, 3, 161
2897, 2, 2, 0, 0, 2, 1
2898, 2, 2, 0, 0, 2, 1
2899, 2, 2, 0, 0, 2, 1
2900, 2, 2, 0, 0, 2, 1
2901, 2, 2, 0, 0, 2, 1
2902, 2, 2, 0, 0, 2, 1
2903, 2, 2, 0, 0, 2, 1
2904, 2, 2, 0, 0, 2, 1
2905, 2, 2, 0, 0, 2, 1
2906, 2, 2, 0, 0, 2, 1
2907, 2, 2, 0, 0, 2, 1
2908, 2, 2, 0, 0, 2, 1
2909, 2, 2, 0, 0, 2, 1
2910, 2, 2, 0, 0, 2, 1
2911, 2, 2, 0, 0, 2, 1
2912, 2, 2, 0, 0, 2, 1
2913, 2, 2, 0, 0, 2, 1
2914, 2, 2, 0, 0, 2, 1
2915, 2, 2, 0, 0, 2, 1
2916, 2, 2, 0, 0, 2, 1
2917, 2, 2, 0, 0, 2, 1
2918, 2, 2, 0, 0, 2, 1
2919, 2, 2, 0, 0, 2, 1
2920, 2, 2, 0, 0, 2, 1
2921, 2, 2, 0, 0, 2, 1
2922, 2, 2, 0, 0, 2, 1
2923, 2, 2, 0, 0, 2, 1
2924, 20, 3, 0, 0, 3, 19
2925, 22, 21, 16, 18, 5, 21
2926, 23, 20, 13, 19, 3, 21
2927, 2, 2, 0, 0, 2, 1
2928, 2, 2, 0, 0, 2, 1
2929, 127, 5, 0, 0, 5, 179
2930, 185, 69, 51, 62, 11, 181
2931, 130, 10, 1, 3, 7, 181
2932, 161, 27, 12, 22, 5, 41
2933, 127, 9, 1, 4, 5, 41
2934, 156, 21, 8, 20, 6, 199
2935, 162, 24, 6, 20, 8, 201
2936, 149, 10, 1, 8, 6, 201
2937, 123, 5, 0, 0, 5, 41
2938, 124, 5, 0, 0, 5, 41
2939, 141, 17, 10, 12, 5, 41
2940, 121, 5, 0, 0, 5, 41
2941, 129, 10, 3, 5, 5, 41
2942, 154, 14, 5, 9, 5, 41
2943, 140, 12, 3, 7, 5, 41
2944, 139, 18, 7, 14, 6, 41
2945, 146, 28, 11, 20, 8, 41
2946, 131, 16, 7, 13, 6, 41
2947, 130, 21, 5, 19, 5, 21
2948, 142, 30, 15, 27, 5, 21
2949, 143, 38, 22, 32, 8, 199
2950, 168, 34, 6, 22, 14, 201
2951, 153, 15, 1, 5, 10, 201
2952, 131, 8, 0, 0, 8, 201
2953, 141, 11, 1, 3, 8, 201
2954, 116, 8, 0, 0, 8, 201
2955, 141, 14, 1, 6, 8, 201
2956, 121, 14, 1, 9, 8, 201
2957, 206, 68, 23, 60, 8, 201
2958, 202, 45, 16, 37, 8, 201
2959, 186, 47, 9, 34, 13, 339
2960, 257, 129, 48, 106, 23, 341
2961, 261, 146, 67, 131, 15, 341
2962, 157, 31, 2, 20, 11, 261
2963, 137, 11, 0, 0, 11, 261
2964, 123, 12, 0, 0, 12, 261
2965, 180, 38, 7, 33, 14, 261
2966, 191, 25, 7, 17, 8, 261
2967, 161, 5, 0, 0, 5, 261
2968, 137, 5, 0, 0, 5, 261
2969, 136, 11, 7, 10, 5, 261
2970, 135, 8, 1, 3, 5, 261
2971, 130, 6, 1, 3, 3, 261
2972, 2, 2, 0, 0, 2, 1
2973, 2, 2, 0, 0, 2, 1
2974, 125, 7, 0, 0, 7, 359
2975, 246, 114, 40, 103, 17, 361
2976, 9, 7, 0, 0, 7, 361
2977, 2, 2, 0, 0, 2, 1
2978, 2, 2, 0, 0, 2, 1
2979, 134, 5, 0, 0, 5, 2259
2980, 453, 236, 55, 225, 11, 2261
2981, 150, 18, 1, 9, 9, 2261
2982, 121, 8, 1, 7, 8, 1761
2983, 112, 8, 0, 0, 8, 1761
2984, 235, 42, 4, 34, 13, 1761
2985, 173, 33, 1, 10, 23, 1761
2986, 132, 15, 0, 0, 15, 1761
2987, 133, 11, 0, 0, 11, 1761
2988, 152, 38, 1, 27, 11, 1761
2989, 238, 84, 17, 70, 14, 1761
2990, 178, 26, 1, 6, 20, 1761
2991, 153, 10, 0, 0, 10, 1761
2992, 194, 51, 4, 49, 5, 521
2993, 138, 5, 0, 0, 5, 521
2994, 127, 8, 0, 0, 8, 2279
2995, 164, 28, 2, 16, 14, 2281
2996, 236, 27, 4, 15, 12, 2281
2997, 224, 29, 3, 18, 11, 2281
2998, 147, 11, 0, 0, 11, 2281
2999, 215, 15, 1, 3, 12, 2281
3000, 150, 22, 1, 12, 14, 2281
3001, 145, 8, 0, 0, 8, 2281
3002, 151, 18, 1, 15, 5, 2281
3003, 237, 45, 6, 40, 5, 2281
3004, 140, 5, 0, 0, 5, 2281
3005, 139, 5, 0, 0, 5, 2281
3006, 159, 16, 5, 15, 3, 2281
3007, 168, 14, 3, 12, 2, 1
3008, 2, 2, 0, 0, 2, 1
3009, 147, 4, 0, 0, 4, 299
3010, 245, 81, 18, 78, 8, 301
3011, 255, 77, 15, 75, 6, 301
3012, 170, 11, 3, 7, 5, 301
3013, 240, 58, 23, 57, 5, 301
3014, 222, 31, 11, 30, 5, 301
3015, 167, 5, 0, 0, 5, 301
3016, 3, 3, 0, 0, 3, 301
3017, 2, 2, 0, 0, 2, 1
3018, 2, 2, 0, 0, 2, 1
3019, 2, 2, 0, 0, 2, 1
3020, 2, 2, 0, 0, 2, 1
3021, 2, 2, 0, 0, 2, 1
3022, 2, 2, 0, 0, 2, 1
3023, 2, 2, 0, 0, 2, 1
3024, 229, 5, 0, 0, 5, 1919
3025, 2095, 2030, 1970, 2029, 11, 1921
3026, 100, 15, 1, 11, 11, 1921
3027, 101, 11, 0, 0, 11, 1921
3028, 102, 11, 0, 0, 11, 1921
3029, 100, 13, 0, 0, 13, 1921
3030, 116, 29, 1, 12, 17, 1921
3031, 131, 17, 2, 6, 11, 1921
3032, 1616, 1348, 1125, 1343, 8, 1921
3033, 823, 390, 205, 385, 8, 1921
3034, 973, 534, 310, 533, 9, 1939
3035, 624, 306, 141, 301, 11, 1941
3036, 282, 66, 48, 55, 11, 1941
3037, 130, 11, 0, 0, 11, 1941
3038, 115, 15, 1, 11, 11, 1941
3039, 119, 11, 0, 0, 11, 1941
3040, 116, 11, 0, 0, 11, 1941
3041, 276, 65, 47, 54, 11, 1941
3042, 124, 11, 0, 0, 11, 1941
3043, 113, 15, 1, 11, 11, 1941
3044, 114, 12, 0, 0, 12, 1941
3045, 116, 14, 0, 0, 14, 1941
3046, 208, 21, 3, 7, 14, 1941
3047, 130, 26, 1, 12, 14, 1941
3048, 126, 26, 1, 12, 14, 1941
3049, 343, 49, 17, 33, 16, 1941
3050, 138, 20, 0, 0, 20, 1941
3051, 122, 14, 0, 0, 14, 1941
3052, 123, 11, 0, 0, 11, 1941
3053, 132, 23, 1, 12, 11, 1941
3054, 107, 12, 0, 0, 12, 1959
3055, 115, 18, 1, 12, 14, 1961
3056, 107, 6, 0, 0, 6, 1961
3057, 2, 2, 0, 0, 2, 1
3058, 2, 2, 0, 0, 2, 1
3059, 118, 3, 0, 0, 3, 1979
3060, 2336, 2331, 2299, 2330, 5, 1981
3061, 1290, 953, 875, 950, 3, 1981
3062, 2, 2, 0, 0, 2, 1
3063, 2, 2, 0, 0, 2, 1
3064, 150, 4, 0, 0, 4, 1899
3065, 1781, 1623, 1531, 1618, 8, 1901
3066, 4, 4, 0, 0, 4, 1901
3067, 2, 2, 0, 0, 2, 1
3068, 2, 2, 0, 0, 2, 1
3069, 2, 2, 0, 0, 2, 1
3070, 2, 2, 0, 0, 2, 1
3071, 2, 2, 0, 0, 2, 1
3072, 2, 2, 0, 0, 2, 1
